City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
396,Ous,RU,2020-06-20 18:48:36,60.91,61.52,43.97,71,23,9.33
397,Mungwi,ZM,2020-06-20 18:48:36,-10.17,31.37,56.1,76,6,5.5
398,Thessalon,CA,2020-06-20 18:48:36,46.25,-83.57,78.8,54,1,6.93
399,Port Alberni,CA,2020-06-20 18:48:37,49.24,-124.8,68.0,77,75,18.34
400,Pavlohrad,UA,2020-06-20 18:48:37,48.52,35.87,73.4,60,45,5.32
401,Karangampel,ID,2020-06-20 18:48:37,-6.46,108.45,78.35,79,100,6.38
402,Bayir,TR,2020-06-20 18:48:37,37.27,28.22,77.0,47,50,3.36
403,Nuuk,GL,2020-06-20 18:48:37,64.18,-51.72,44.6,75,40,9.17
404,Salvador,SV,2020-06-20 18:46:05,13.83,-88.92,89.6,58,20,3.36
405,Binzhou,CN,2020-06-20 18:48:38,37.37,118.02,79.0,63,0,7.2
406,Berezovyy,RU,2020-06-20 18:48:38,51.67,135.7,48.97,88,92,3.42
407,Sao Felix Do Xingu,BR,2020-06-20 18:48:38,-6.64,-51.99,87.51,52,16,5.5
408,Yulara,AU,2020-06-20 18:48:38,-25.24,130.99,41.0,48,0,4.7
409,Batsfjord,NO,2020-06-20 18:48:38,70.63,29.72,47.43,68,6,1.05
410,Kautokeino,NO,2020-06-20 18:48:39,69.01,23.04,64.54,47,0,9.08
411,Olhao,PT,2020-06-20 18:48:39,37.03,-7.84,82.4,48,0,5.82
412,Columbus,US,2020-06-20 18:45:49,39.96,-83.0,91.99,31,40,3.36
413,Hazorasp,UZ,2020-06-20 18:48:39,41.32,61.07,77.0,38,41,6.93
414,Mariestad,SE,2020-06-20 18:48:40,58.71,13.82,69.01,72,74,4.7
415,Nemuro,JP,2020-06-20 18:48:40,43.32,145.57,48.51,87,0,9.89
416,Tabat,ID,2020-06-20 18:48:40,-2.63,115.23,72.61,98,36,1.21
417,Hofn,IS,2020-06-20 18:48:40,64.25,-15.21,51.42,92,70,6.11
418,Kafanchan,NG,2020-06-20 18:48:40,9.58,8.3,73.45,87,85,2.86
419,Hede,CN,2020-06-20 18:48:41,33.77,120.25,67.78,95,0,6.06
420,Novobirilyussy,RU,2020-06-20 18:48:41,56.95,90.67,46.81,97,100,8.97
421,Salalah,OM,2020-06-20 18:44:31,17.02,54.09,82.4,88,20,2.24
422,Leningradskiy,RU,2020-06-20 18:44:09,69.38,178.42,49.19,57,28,5.23
423,Talara,PE,2020-06-20 18:48:41,-4.58,-81.27,75.2,64,1,16.11
424,Chilliwack,CA,2020-06-20 18:46:08,49.17,-121.94,64.4,88,90,3.36
425,Tefe,BR,2020-06-20 18:48:42,-3.35,-64.71,89.6,70,40,6.93
426,Bom Jardim,BR,2020-06-20 18:48:42,-7.8,-35.59,74.64,83,2,14.32
427,Loudi,CN,2020-06-20 18:48:42,27.73,111.99,76.37,93,100,1.5
428,Myitkyina,MM,2020-06-20 18:48:42,25.38,97.4,75.97,96,91,1.41
429,Suez,EG,2020-06-20 18:48:42,29.97,32.53,76.64,54,0,10.54
430,Coruripe,BR,2020-06-20 18:48:43,-10.13,-36.18,78.1,79,0,13.62
431,Fort Saint James,CA,2020-06-20 18:48:43,54.43,-124.25,62.42,81,100,5.55
432,Shirgaon,IN,2020-06-20 18:48:43,19.7,72.7,83.62,78,100,11.25
433,Mayumba,GA,2020-06-20 18:48:43,-3.43,10.66,74.35,88,54,5.95
434,Kushchevskaya,RU,2020-06-20 18:48:44,46.56,39.64,67.98,79,12,5.66
435,Yeniseysk,RU,2020-06-20 18:48:44,58.45,92.17,52.52,55,100,10.8
436,Tianpeng,CN,2020-06-20 18:48:44,30.99,103.94,77.0,1,100,0.47
437,Aksu,CN,2020-06-20 18:48:44,41.12,80.26,71.06,31,100,5.5
438,Kulhudhuffushi,MV,2020-06-20 18:48:45,6.62,73.07,83.97,77,99,15.97
439,Mbala,ZM,2020-06-20 18:48:45,-8.84,31.37,56.57,75,0,5.37
440,Santiago,CL,2020-06-20 18:48:36,-33.46,-70.65,51.8,93,90,3.36
441,Ust-Nera,RU,2020-06-20 18:48:45,64.57,143.2,67.82,48,0,3.09
442,Nampula,MZ,2020-06-20 18:48:46,-15.12,39.27,68.0,68,6,5.82
443,Grand-Lahou,CI,2020-06-20 18:48:46,5.14,-5.02,77.92,84,100,7.49
444,San Carlos De Bariloche,AR,2020-06-20 18:48:46,-41.15,-71.31,37.4,93,75,5.82
445,Dudinka,RU,2020-06-20 18:48:46,69.41,86.18,50.0,81,75,13.42
446,Matara,LK,2020-06-20 18:44:28,5.95,80.54,80.73,86,100,11.9
447,Lircay,PE,2020-06-20 18:48:46,-12.99,-74.72,69.8,26,20,6.93
448,Poum,NC,2020-06-20 18:48:47,-20.23,164.02,70.38,80,22,11.95
449,Forte Dei Marmi,IT,2020-06-20 18:48:47,43.96,10.17,73.0,88,0,1.99
450,Emerald,AU,2020-06-20 18:48:47,-23.53,148.17,59.0,87,75,11.41
451,Okha,RU,2020-06-20 18:48:47,53.57,142.95,40.37,97,100,10.69
452,Hambantota,LK,2020-06-20 18:48:48,6.12,81.12,82.02,78,100,18.32
453,Ornskoldsvik,SE,2020-06-20 18:48:48,63.29,18.72,66.2,45,17,6.93
454,Tuy Hoa,VN,2020-06-20 18:48:48,13.08,109.3,78.35,87,23,4.41
455,Nushki,PK,2020-06-20 18:44:12,29.55,66.02,79.02,12,0,3.18
456,Deputatskiy,RU,2020-06-20 18:44:40,69.3,139.9,72.91,44,0,1.43
457,Ambulu,ID,2020-06-20 18:48:49,-8.35,113.61,74.98,86,61,4.05
458,Apopka,US,2020-06-20 18:44:24,28.68,-81.51,93.99,52,13,1.99
459,Noumea,NC,2020-06-20 18:48:49,-22.28,166.46,60.8,82,90,3.36
460,Lubango,AO,2020-06-20 18:48:49,-14.92,13.49,56.19,44,0,4.97
461,Sao Joao Da Barra,BR,2020-06-20 18:48:49,-21.64,-41.05,82.4,58,0,13.87
462,Shiyan,CN,2020-06-20 18:48:50,32.65,110.78,66.6,90,100,1.16
463,Ponnani,IN,2020-06-20 18:48:50,10.77,75.93,78.8,83,75,2.24
464,Gwadar,PK,2020-06-20 18:48:50,25.12,62.33,84.65,85,9,11.41
465,Diamantino,BR,2020-06-20 18:48:50,-14.41,-56.45,89.46,35,1,4.61
466,Qaqortoq,GL,2020-06-20 18:48:50,60.72,-46.03,53.6,34,75,5.82
467,Kavaratti,IN,2020-06-20 18:48:51,10.57,72.64,84.2,76,100,16.6
468,Altus,US,2020-06-20 18:48:51,34.64,-99.33,84.2,48,1,8.05
469,Kosh-Agach,RU,2020-06-20 18:48:51,50.0,88.67,47.39,69,82,7.43
470,Dalby,AU,2020-06-20 18:48:51,-27.18,151.27,51.8,93,100,5.82
471,Aguimes,ES,2020-06-20 18:48:51,27.91,-15.45,75.2,60,20,27.51
472,Shingu,JP,2020-06-20 18:48:52,33.73,135.98,64.56,89,86,4.47
473,Namatanai,PG,2020-06-20 18:45:03,-3.67,152.43,79.75,78,97,1.92
474,Kenora,CA,2020-06-20 18:48:52,49.82,-94.43,62.6,77,90,6.93
475,Alexandria,EG,2020-06-20 18:46:27,31.22,29.96,75.2,73,0,9.17
476,Bartica,GY,2020-06-20 18:48:52,6.4,-58.62,89.6,66,40,13.87
477,Gasa,PS,2020-06-20 18:48:53,31.5,34.47,75.2,78,20,6.93
478,Kibala,TD,2020-06-20 18:48:53,9.11,18.35,87.8,62,20,1.99
479,Komsomolskiy,UZ,2020-06-20 18:48:53,40.43,71.72,77.0,31,0,6.93
480,Haines Junction,CA,2020-06-20 18:48:53,60.75,-137.51,51.91,73,100,3.83
481,Presidencia Roque Saenz Pena,AR,2020-06-20 18:48:53,-26.79,-60.44,88.0,51,100,4.0
482,Chapadinha,BR,2020-06-20 18:48:53,-3.74,-43.36,83.66,75,26,3.87
483,Touros,BR,2020-06-20 18:48:54,-5.2,-35.46,78.8,83,40,14.99
484,Namibe,AO,2020-06-20 18:48:54,-15.2,12.15,72.86,55,0,10.29
485,Marystown,CA,2020-06-20 18:48:54,47.17,-55.15,53.29,76,87,13.89
486,Nelson Bay,AU,2020-06-20 18:44:03,-32.72,152.15,54.0,93,90,7.65
487,Rancho Palos Verdes,US,2020-06-20 18:48:54,33.74,-118.39,66.99,82,90,5.82
488,Rabo De Peixe,PT,2020-06-20 18:48:55,37.8,-25.58,68.0,77,20,12.75
489,Portland,US,2020-06-20 18:45:57,45.52,-122.68,61.0,87,90,5.82
490,Omoa,HN,2020-06-20 18:48:55,15.77,-88.03,93.2,52,40,11.41
491,Ancud,CL,2020-06-20 18:48:55,-41.87,-73.82,48.0,87,20,2.24
492,Nichinan,JP,2020-06-20 18:48:55,31.6,131.37,68.0,82,100,1.99
493,Guangshui,CN,2020-06-20 18:48:56,31.62,114.0,68.27,92,100,3.85
494,Millinocket,US,2020-06-20 18:48:56,45.66,-68.71,95.0,26,1,6.93
495,Kifri,IQ,2020-06-20 18:48:56,34.7,44.97,82.33,31,0,13.98
496,Mgachi,RU,2020-06-20 18:48:57,51.05,142.27,43.65,91,80,3.83
497,Saint-Joseph,RE,2020-06-20 18:48:57,-21.37,55.62,68.0,77,61,10.29
498,Moerai,PF,2020-06-20 18:44:43,-22.43,-151.33,70.84,71,3,18.48
499,Belaya Gora,RU,2020-06-20 18:48:57,68.53,146.42,78.71,31,0,3.87
500,Barrhead,GB,2020-06-20 18:48:57,55.8,-4.39,64.4,52,20,14.99
501,Lingyuan,CN,2020-06-20 18:48:58,41.24,119.4,67.77,64,100,5.48
502,Lagos,NG,2020-06-20 18:44:15,6.58,3.75,73.4,94,75,3.36
503,Palmer,US,2020-06-20 18:48:58,42.16,-72.33,90.0,38,75,4.7
504,Bilma,NE,2020-06-20 18:48:58,18.69,12.92,95.63,9,94,10.27
505,Zyryanka,RU,2020-06-20 18:48:58,65.75,150.85,74.14,43,0,13.22
506,Charters Towers,AU,2020-06-20 18:48:58,-20.1,146.27,62.46,85,100,6.15
507,Muros,ES,2020-06-20 18:48:59,42.78,-9.06,66.99,74,19,7.0
508,Porto Walter,BR,2020-06-20 18:45:44,-8.27,-72.74,81.81,81,10,4.09
509,Ponta Do Sol,PT,2020-06-20 18:48:59,32.67,-17.1,73.4,64,40,13.87
510,Lazaro Cardenas,MX,2020-06-20 18:48:59,17.96,-102.2,89.2,47,0,7.83
511,Muisne,EC,2020-06-20 18:49:00,0.6,-80.03,84.2,83,40,9.17
512,Antalaha,MG,2020-06-20 18:49:00,-14.9,50.28,73.83,91,97,12.35
513,Belyy Yar,RU,2020-06-20 18:49:00,53.6,91.39,51.8,87,40,4.47
514,Bemidji,US,2020-06-20 18:49:00,47.47,-94.88,68.0,60,40,13.87
515,Rodrigues Alves,BR,2020-06-20 18:49:00,-7.74,-72.65,80.58,89,85,1.79
516,Asau,RO,2020-06-20 18:44:51,46.43,26.4,62.01,88,100,2.64
517,Abaca,PH,2020-06-20 18:49:01,9.92,124.51,79.59,82,6,1.74
518,Provideniya,RU,2020-06-20 18:49:01,64.38,-173.3,56.03,50,0,6.64
519,Kozulka,UA,2020-06-20 18:49:01,50.04,23.8,60.8,100,75,4.47
520,Kushiro,JP,2020-06-20 18:49:01,42.98,144.37,48.88,83,87,4.65
521,Marechal Candido Rondon,BR,2020-06-20 18:49:02,-24.56,-54.06,75.76,64,0,8.86
522,Port Hawkesbury,CA,2020-06-20 18:49:02,45.62,-61.35,73.0,68,1,8.05
523,Dapaong,TG,2020-06-20 18:49:02,10.86,0.2,86.36,46,64,6.73
524,Tokur,RU,2020-06-20 18:49:02,53.13,132.9,44.91,95,100,2.95
525,Mandurah,AU,2020-06-20 18:49:03,-32.55,115.7,53.01,87,0,6.93
526,Pavlovka,RU,2020-06-20 18:49:03,52.69,47.14,64.35,76,0,3.69
527,Jumla,NP,2020-06-20 18:49:03,29.27,82.18,61.0,73,100,1.74
528,Meiganga,CM,2020-06-20 18:49:03,6.52,14.3,66.65,93,100,2.35
529,Tonota,BW,2020-06-20 18:49:03,-21.48,27.48,53.6,50,0,5.82
530,Sabang,ID,2020-06-20 18:49:04,5.89,95.32,82.49,78,45,7.49
531,Nador,MA,2020-06-20 18:49:04,35.17,-2.93,78.8,47,0,2.24
532,Irricana,CA,2020-06-20 18:49:04,51.32,-113.6,73.99,35,20,6.93
533,Novopokrovka,UA,2020-06-20 18:49:04,49.84,36.55,75.2,53,71,8.95
534,Smithers,CA,2020-06-20 18:49:05,54.78,-127.17,62.6,82,75,3.36
535,Ostrovnoy,RU,2020-06-20 18:49:05,68.05,39.51,43.56,75,100,11.99
536,Caravelas,BR,2020-06-20 18:49:05,-17.71,-39.25,77.02,65,100,4.94
537,Nanortalik,GL,2020-06-20 18:49:05,60.14,-45.24,41.36,73,100,10.65
538,Mazatlan,MX,2020-06-20 18:46:18,23.22,-106.42,89.6,55,40,9.17
539,Voh,NC,2020-06-20 18:49:06,-20.97,164.7,62.56,87,0,6.22
540,Samarkand,UZ,2020-06-20 18:49:06,39.65,66.96,77.0,22,0,9.17
541,Astana,KZ,2020-06-20 18:48:53,51.18,71.45,48.2,70,0,6.71
542,Tigil,RU,2020-06-20 18:49:06,57.8,158.67,49.62,87,39,3.76
543,Pleasanton,US,2020-06-20 18:49:06,37.66,-121.87,77.0,53,1,10.29
544,Paamiut,GL,2020-06-20 18:49:07,61.99,-49.67,39.97,83,69,26.71
545,Springbok,ZA,2020-06-20 18:49:07,-29.66,17.89,51.12,64,0,4.36
546,Freeport,US,2020-06-20 18:47:40,40.66,-73.58,86.0,54,1,10.29
547,Tambun,ID,2020-06-20 18:49:07,-6.26,107.07,81.0,88,20,5.82
548,Margate,GB,2020-06-20 18:49:07,51.38,1.39,66.99,68,0,5.01
549,Darhan,MN,2020-06-20 18:49:08,49.49,105.92,60.24,79,100,7.72
550,Madinat Sittah Uktubar,EG,2020-06-20 18:49:08,29.82,31.05,82.4,45,0,11.41
551,Korcula,HR,2020-06-20 18:49:08,42.96,17.14,69.8,52,20,8.05
552,Beyneu,KZ,2020-06-20 18:49:08,45.32,55.2,79.9,17,34,18.32
553,Port Macquarie,AU,2020-06-20 18:49:09,-31.43,152.92,48.99,97,32,9.86
554,Yelan,RU,2020-06-20 18:49:09,50.95,43.74,75.99,47,63,1.99
555,Miranda,CO,2020-06-20 18:49:09,3.25,-76.23,86.0,58,75,5.82
556,Xai-Xai,MZ,2020-06-20 18:49:09,-25.05,33.64,63.39,86,0,1.95
557,Toowoomba,AU,2020-06-20 18:49:09,-27.55,151.97,51.8,93,39,5.82
558,Oussouye,SN,2020-06-20 18:49:10,12.48,-16.55,86.0,79,40,4.7
559,Erzin,TR,2020-06-20 18:49:10,36.96,36.2,75.99,88,0,11.01
560,Bindura,ZW,2020-06-20 18:49:10,-17.3,31.33,53.96,70,87,0.85
561,Lagoa,PT,2020-06-20 18:44:31,39.05,-27.98,65.52,91,0,17.74
562,Hoquiam,US,2020-06-20 18:49:10,46.98,-123.89,63.0,87,90,12.75
563,Gusau,NG,2020-06-20 18:49:10,12.16,6.66,78.49,71,100,14.29
564,Svetlaya,RU,2020-06-20 18:49:11,46.54,138.33,46.04,87,81,1.34
565,Chara,RU,2020-06-20 18:49:11,56.91,118.26,48.83,73,2,2.17
566,West Wendover,US,2020-06-20 18:49:11,40.74,-114.07,77.0,22,1,6.93
567,Amapa,BR,2020-06-20 18:49:11,1.0,-52.0,81.64,83,0,4.25
568,Pouebo,NC,2020-06-20 18:49:11,-20.4,164.57,67.08,82,23,9.53
569,Requena,ES,2020-06-20 18:49:12,39.49,-1.1,84.0,44,0,3.27
570,Mazamari,PE,2020-06-20 18:49:12,-11.33,-74.53,90.18,38,20,2.48
571,Meridian,US,2020-06-20 18:49:12,43.61,-116.39,78.01,38,1,5.91
572,Ukholovo,RU,2020-06-20 18:49:12,53.79,40.49,69.01,73,31,1.99
573,Luwuk,ID,2020-06-20 18:49:13,-0.95,122.79,77.4,78,100,4.12
574,Xichang,CN,2020-06-20 18:49:13,27.9,102.26,70.7,78,100,1.66
575,Oum Hadjer,TD,2020-06-20 18:49:13,13.3,19.7,97.79,21,61,11.63
576,Galle,LK,2020-06-20 18:44:35,6.04,80.22,81.86,85,100,14.61
577,Ilhabela,BR,2020-06-20 18:49:13,-23.78,-45.36,78.67,60,0,4.09
578,San Francisco,US,2020-06-20 18:48:18,37.77,-122.42,66.2,68,40,8.05
579,Tongren,CN,2020-06-20 18:49:14,27.72,109.19,75.96,88,100,2.37
580,Dano,BF,2020-06-20 18:49:14,11.15,-3.07,90.55,39,34,1.43
581,Raga,SS,2020-06-20 18:49:14,8.46,25.68,72.0,91,100,5.57
582,Bay Roberts,CA,2020-06-20 18:49:15,47.6,-53.26,48.0,87,90,12.75
583,Sobolevo,RU,2020-06-20 18:49:15,54.43,31.9,67.28,89,100,6.15
584,Praxedis Guerrero,MX,2020-06-20 18:49:15,31.37,-106.02,96.01,6,20,9.17
585,Udachnyy,RU,2020-06-20 18:49:15,66.42,112.4,62.96,62,100,2.33
586,Leh,IN,2020-06-20 18:49:15,34.17,77.58,52.47,42,55,4.85
587,Morant Bay,JM,2020-06-20 18:46:21,17.88,-76.41,89.6,66,20,25.28
588,Vila Franca Do Campo,PT,2020-06-20 18:49:16,37.72,-25.43,68.0,77,20,12.75
589,Mecca,SA,2020-06-20 18:47:17,21.43,39.83,85.32,33,99,6.96
590,Hanmer Springs,NZ,2020-06-20 18:49:16,-42.52,172.82,37.96,81,35,2.21
591,Camacha,PT,2020-06-20 18:49:16,33.08,-16.33,69.8,83,75,14.99
592,Moron,AR,2020-06-20 18:49:17,-34.65,-58.62,64.4,39,100,19.46
593,Kemijarvi,FI,2020-06-20 18:44:39,66.71,27.43,59.11,46,0,3.22
594,Prince Rupert,CA,2020-06-20 18:45:02,54.32,-130.32,51.8,100,90,2.24
